Hecate:ProjectEuler fwu$ python euler0044.py
282317 47052 47054 1 434
282317 6715 6729 13 434
282317 1487 1549 61 434
283620 31512 31515 2 435
283620 728 848 119 435
284926 94975 94976 0 436
284926 23742 23746 3 436
284926 817 926 108 436
286235 47705 47707 1 437
286235 19080 19085 4 437
286235 4137 4160 22 437
286235 2492 2530 37 437
286235 957 1052 94 437
286235 663 794 130 437
286235 300 530 229 437
287547 15972 15978 5 438
287547 1190 1268 77 438
287547 165 468 302 438
288862 96287 96288 0 439
288862 24070 24074 3 439
288862 13752 13759 6 439
288862 3425 3453 27 439
290180 19343 19348 4 440
290180 12087 12095 7 440
290180 8788 8799 10 440
291501 10792 10801 8 441
291501 1511 1574 62 441
292825 97608 97609 0 442
292825 9756 9766 9 442
292825 7502 7515 12 442
292825 3892 3917 24 442
292825 2854 2888 33 442
292825 1106 1191 84 442
292825 868 974 105 442
292825 686 816 129 442
292825 236 501 264 442
292825 138 463 324 442
294152 1140 1223 82 443
295482 32830 32833 2 444
295482 8202 8214 11 444
295482 832 943 110 444
295482 90 453 362 444
296815 98938 98939 0 445
296815 9889 9899 9 445
296815 2128 2174 45 445
296815 1677 1735 57 445
296815 803 918 114 445
296815 610 755 144 445
296815 467 645 177 445
298151 49691 49693 1 446
298151 7092 7106 13 446
298151 425 616 190 446
299490 6648 6663 14 447
299490 1634 1694 59 447
300832 100277 100278 0 448
300832 14322 14329 6 448
300832 1535 1599 63 448
300832 1230 1309 78 448
302177 50362 50364 1 449
303525 5612 5630 17 450
303525 2226 2271 44 450
303525 125 467 341 450
304876 101625 101626 0 451
304876 7811 7824 12 451
304876 1111 1199 87 451
304876 517 686 168 451
304876 146 474 327 451
306230 20413 20418 4 452
306230 5094 5114 19 452
306230 847 960 112 452
307587 34175 34178 2 453
307587 4872 4893 20 453
307587 207 498 290 453
308947 102982 102983 0 454
310310 20685 20690 4 455
310310 9398 9409 10 455
310310 5162 5182 19 455
310310 2938 2973 34 455
310310 2329 2373 43 455
310310 1559 1624 64 455
310310 1305 1382 76 455
310310 669 809 139 455
310310 652 795 142 455
310310 590 745 154 455
310310 268 528 259 455
310310 182 490 307 455
310310 133 474 340 455
311676 4317 4341 23 456
313045 104348 104349 0 457
313045 10430 10440 9 457
313045 244 518 273 457
314417 52402 52404 1 458
317170 105723 105724 0 460
317170 26429 26433 3 460
317170 15100 15107 6 460
317170 3762 3790 27 460
317170 862 977 114 460
318551 53091 53093 1 461
319935 35547 35550 2 462
319935 5068 5089 20 462
319935 3540 3570 29 462
319935 1583 1649 65 462
319935 564 729 164 462
319935 403 613 209 462
321322 107107 107108 0 463
321322 26775 26779 3 463
322712 3695 3724 28 464
322712 952 1059 106 464
322712 97 474 376 464
324105 18003 18009 5 465
324105 7195 7210 14 465
324105 2093 2144 50 465
324105 817 940 122 465
324105 488 674 185 465
325501 108500 108501 0 466
325501 4921 4943 21 466
325501 791 918 126 466
326900 21791 21796 4 467
326900 13617 13625 7 467
326900 3096 3131 34 467
326900 1918 1974 55 467
326900 445 645 199 467
328302 12155 12164 8 468
328302 3022 3058 35 468
328302 877 994 116 468
329707 109902 109903 0 469
329707 15697 15704 6 469
329707 5775 5794 18 469
329707 2952 2989 36 469
329707 1607 1674 66 469
329707 760 893 132 469
329707 295 554 258 469
331115 55185 55187 1 470
331115 22072 22077 4 470
331115 2325 2372 46 470
332526 36946 36949 2 471
332526 9231 9243 11 471
333940 111313 111314 0 472
333940 2763 2803 39 472
333940 252 535 282 472
333940 230 525 294 472
335357 55892 55894 1 473
335357 10157 10168 10 473
335357 1257 1343 85 473
336777 18707 18713 5 474
336777 2652 2694 41 474
336777 1247 1334 86 474
336777 235 529 293 474
338200 112733 112734 0 475
338200 7038 7054 15 475
338200 5924 5943 18 475
338200 4497 4522 24 475
338200 219 523 303 475
338200 82 482 399 475
338200 31 476 444 475
339626 6651 6668 16 476
339626 1631 1699 67 476
339626 892 1011 118 476
341055 6307 6325 17 477
341055 2504 2549 44 477
341055 1099 1198 98 477
341055 369 603 233 477
342487 114162 114163 0 478
343922 140 499 358 479
345360 38372 38375 2 480
346801 115600 115601 0 481
346801 16511 16518 6 481
346801 8886 8899 12 481
346801 3106 3143 36 481
346801 1225 1316 90 481
346801 1071 1174 102 481
346801 317 576 258 481
348245 58040 58042 1 482
348245 23214 23219 4 482
348245 6820 6837 16 482
348245 598 768 169 482
349692 4845 4869 23 483
349692 1655 1724 68 483
349692 610 778 167 483
351142 117047 117048 0 484
351142 29260 29264 3 484
351142 907 1028 120 484
352595 58765 58767 1 485
352595 23504 23509 4 485
352595 509 703 193 485
355510 118503 118504 0 487
355510 29624 29628 3 487
355510 1587 1660 72 487
355510 260 552 291 487
356972 14870 14878 7 488
356972 10812 10823 10 488
356972 2097 2153 55 488
356972 1507 1584 76 488
356972 707 859 151 488
356972 465 674 208 488
358437 39825 39828 2 489
359905 119968 119969 0 490
359905 17135 17142 6 490
359905 11992 12002 9 490
359905 9222 9235 12 490
359905 2424 2473 48 490
359905 1679 1749 69 490
359905 1273 1364 90 490
359905 858 988 129 490
359905 418 644 225 490
361376 5226 5249 22 491
362850 8056 8071 14 492
362850 1986 2046 59 492
362850 922 1045 122 492
362850 595 772 176 492
364327 121442 121443 0 493
364327 3555 3589 33 493
364327 2065 2123 57 493
365807 60967 60969 1 494
365807 4677 4703 25 494
365807 3190 3228 37 494
367290 13599 13608 8 495
367290 3383 3419 35 495
367290 1912 1975 62 495
367290 360 612 251 495
368776 122925 122926 0 496
368776 7675 7691 15 496
368776 3950 3981 30 496
370265 61710 61712 1 497
370265 24682 24687 4 497
370265 8809 8823 13 497
370265 3509 3544 34 497
370265 1703 1774 70 497
370265 754 903 148 497
371757 41305 41308 2 498
373252 124417 124418 0 499
373252 1370 1458 87 499
373252 847 983 135 499
373252 572 759 186 499
374750 24981 24986 4 500
374750 6236 6256 19 500
374750 937 1062 124 500
376251 20900 20906 5 501
377755 125918 125919 0 502
377755 17985 17992 6 502
377755 12587 12597 9 502
377755 2907 2950 42 502
377755 1764 1834 69 502
377755 268 569 300 502
377755 78 508 429 502
379262 4345 4374 28 503
379262 1032 1148 115 503
379262 147 524 376 503
380772 1727 1799 71 504
382285 127428 127429 0 505
382285 12738 12748 9 505
382285 530 732 201 505
383801 63966 63968 1 506
383801 11625 11636 10 506
383801 5551 5574 22 506
383801 3100 3141 40 506
383801 1692 1766 73 506
383801 111 518 406 506
385320 42812 42815 2 507
385320 3274 3313 38 507
385320 2652 2700 47 507
385320 2225 2282 56 507
386842 128947 128948 0 508
386842 32235 32239 3 508
386842 952 1079 126 508
388367 64727 64729 1 509
388367 9240 9254 13 509
388367 485 703 217 509
389895 21658 21664 5 510
389895 8657 8672 14 510
389895 3922 3955 32 510
389895 2523 2574 50 510
389895 229 559 329 510
391426 130475 130476 0 511
391426 32617 32621 3 511
391426 18636 18643 6 511
391426 4646 4674 27 511
391426 1751 1824 72 511
391426 301 593 291 511
392960 26195 26200 4 512
394497 4857 4884 26 513
396037 132012 132013 0 514
396037 2847 2893 45 514
396037 1937 2004 66 514
397580 26503 26508 4 515
397580 16562 16570 7 515
399126 44346 44349 2 516
399126 11081 11093 11 516
399126 6325 6346 20 516
399126 3392 3431 38 516
399126 1542 1626 83 516
399126 967 1096 128 516
399126 775 931 155 516
399126 351 624 272 516
400675 133558 133559 0 517
400675 13351 13361 9 517
400675 6060 6082 21 517
400675 5330 5355 24 517
400675 4293 4324 30 517
400675 2401 2456 54 517
400675 1374 1468 93 517
400675 451 686 234 517
400675 276 586 309 517
402227 67037 67039 1 518
402227 9570 9584 13 518
402227 1775 1849 73 518
405340 135113 135114 0 520
405340 10387 10400 12 520
405340 3358 3398 39 520
406901 67816 67818 1 521
406901 12325 12336 10 521
406901 1875 1946 70 521
408465 15124 15133 8 522
408465 1468 1558 89 522
410032 136677 136678 0 523
410032 19522 19529 6 523
410032 2765 2814 48 523
411602 982 1113 130 524
413175 45907 45910 2 525
413175 6548 6569 20 525
413175 4576 4606 29 525
413175 1799 1874 74 525
413175 551 761 209 525
414751 138250 138251 0 526
414751 7267 7286 18 526
414751 750 916 165 526
416330 27753 27758 4 527
416330 8155 8172 16 527
416330 6929 6949 19 527
416330 2007 2075 67 527
416330 818 973 154 527
416330 154 549 394 527
417912 4205 4238 32 528
419497 139832 139833 0 529
419497 10750 10763 12 529
419497 3017 3063 45 529
419497 2262 2323 60 529
421085 70180 70182 1 530
421085 28070 28075 4 530
421085 10019 10033 13 530
421085 3993 4028 34 530
421085 2622 2675 52 530
421085 505 732 226 530
421085 193 564 370 530
422676 1921 1993 71 531
424270 141423 141424 0 532
424270 35354 35358 3 532
424270 20200 20207 6 532
424270 7434 7453 18 532
424270 5037 5065 27 532
424270 2544 2599 54 532
424270 1823 1899 75 532
424270 997 1130 132 532
424270 903 1048 144 532
424270 533 753 219 532
424270 284 603 318 532
424270 175 560 384 532
425867 70977 70979 1 533
425867 8342 8359 16 533
425867 5447 5473 25 533
425867 3442 3483 40 533
425867 2997 3044 46 533
425867 532 753 220 533
427467 47495 47498 2 534
429070 143023 143024 0 535
429070 35754 35758 3 535
430676 17941 17949 7 536
432285 24013 24019 5 537
432285 9599 9614 14 537
432285 3410 3452 41 537
432285 2054 2123 68 537
432285 1320 1425 104 537
432285 57 540 482 537
433897 144632 144633 0 538
435512 13192 13203 10 539
435512 1847 1924 76 539
435512 1387 1488 100 539
435512 737 913 175 539
437130 1012 1147 134 540
438751 146250 146251 0 541
440375 73395 73397 1 542
440375 29356 29361 4 542
440375 5633 5659 25 542
440375 2911 2961 49 542
440375 2226 2291 64 542
440375 1112 1237 124 542
442002 49110 49113 2 543
442002 12272 12284 11 543
442002 1272 1383 110 543
442002 110 554 443 543
443632 147877 147878 0 544
443632 21122 21129 6 544
445265 74210 74212 1 545
445265 29682 29687 4 545
445265 3887 3925 37 545
445265 1683 1769 85 545
445265 1515 1610 94 545
445265 583 798 214 545
445265 572 790 217 545
446901 24825 24831 5 546
446901 3526 3568 41 546
446901 1871 1949 77 546
448540 149513 149514 0 547
448540 3718 3758 39 547
448540 627 832 204 547
448540 292 620 327 547
450182 2805 2858 52 548
450182 1027 1164 136 548
450182 602 814 211 548
451827 16730 16739 8 549
453475 151158 151159 0 550
453475 15111 15121 9 550
453475 6860 6882 21 550
453475 6034 6059 24 550
453475 4429 4463 33 550
453475 2721 2776 54 550
453475 1736 1821 84 550
453475 1510 1607 96 550
453475 715 902 186 550
455126 5217 5246 28 551
455126 2542 2601 58 551
455126 1250 1366 115 551
455126 646 849 202 551
455126 525 761 235 551
455126 161 574 412 551
456780 50752 50755 2 552
456780 1209 1329 119 552
456780 269 614 344 552
458437 152812 152813 0 553
458437 21827 21834 6 553
458437 1895 1974 78 553
460097 76682 76684 1 554
460097 13937 13948 10 554
460097 357 659 301 554
461760 10254 10269 14 555
461760 692 887 194 555
461760 209 593 383 555
463426 154475 154476 0 556
463426 38617 38621 3 556
463426 1042 1181 138 556
465095 77515 77517 1 557
465095 31004 31009 4 557
465095 845 1012 166 557
466767 8635 8653 17 558
466767 1172 1298 125 558
468442 156147 156148 0 559
468442 39035 39039 3 559
468442 12005 12018 12 559
468442 3610 3653 42 559
468442 2977 3029 51 559
468442 822 994 171 559
470120 31339 31344 4 560
470120 6802 6825 22 560
470120 4460 4495 34 560
470120 1919 1999 79 560
470120 893 1054 160 560
470120 247 612 364 560
470120 242 610 367 560
471801 52421 52424 2 561
471801 2350 2416 65 561
471801 1491 1593 101 561
471801 817 991 173 561
473485 157828 157829 0 562
473485 15778 15788 9 562
473485 300 637 336 562
475172 19795 19803 7 563
476862 1057 1198 140 564
476862 462 729 266 564
478555 159518 159519 0 565
478555 22785 22792 6 565
478555 15947 15957 9 565
478555 7240 7262 21 565
478555 2873 2928 54 565
478555 2244 2314 69 565
478555 1258 1379 120 565
478555 959 1113 153 565
478555 593 819 225 565
478555 222 607 384 565
480251 80041 80043 1 566
481950 1943 2024 80 567
481950 334 658 323 567
483652 161217 161218 0 568
483652 12395 12408 12 568
485357 80892 80894 1 569
487065 54117 54120 2 570
487065 5397 5427 29 570
487065 2820 2877 56 570
488776 162925 162926 0 571
488776 10175 10191 15 571
490490 32697 32702 4 572
490490 14858 14869 10 572
490490 8165 8185 19 572
490490 4654 4689 34 572
490490 3694 3738 43 572
490490 2483 2548 64 572
490490 2085 2162 76 572
490490 1098 1238 139 572
490490 1072 1215 142 572
490490 545 790 244 572
490490 499 759 259 572
490490 377 685 307 572
490490 132 587 454 572
490490 34 573 538 572
492207 27342 27348 5 573
493927 164642 164643 0 574
493927 23517 23524 6 574
493927 1967 2049 81 574
495650 33041 33046 4 575
495650 8251 8271 19 575
495650 7172 7195 22 575
495650 1750 1842 91 575
495650 168 599 430 575
497376 18417 18426 8 576
499105 166368 166369 0 577
499105 16632 16642 9 577
499105 308 654 345 577
500837 83472 83474 1 578
500837 9812 9829 16 578
502572 55840 55843 2 579
502572 7967 7988 20 579
502572 1755 1848 92 579
504310 168103 168104 0 580
504310 42024 42028 3 580
504310 4525 4562 36 580
504310 1087 1232 144 580
504310 1062 1210 147 580
504310 598 833 234 580
506051 84341 84343 1 581
506051 12042 12056 13 581
506051 6475 6501 25 581
506051 1991 2074 82 581
506051 1192 1326 133 581
506051 836 1018 181 581
507795 28208 28214 5 582
507795 11277 11292 14 582
509542 169847 169848 0 583
509542 42460 42464 3 583
509542 8930 8949 18 583
509542 2197 2273 75 583
509542 545 798 252 583
511292 21300 21308 7 584
511292 10017 10034 16 584
513045 9492 9510 17 585
513045 3778 3823 44 585
513045 614 848 233 585
514801 171600 171601 0 586
514801 24511 24518 6 586
514801 91 593 501 586
516560 34435 34440 4 587
516560 15648 15659 10 587
516560 5365 5397 31 587
518322 57590 57593 2 588
518322 14392 14404 11 588
518322 8217 8238 20 588
518322 2015 2099 83 588
518322 1275 1404 128 588
518322 1102 1249 146 588
518322 77 593 515 588
520087 173362 173363 0 589
520087 9115 9134 18 589
520087 5577 5608 30 589
521855 86975 86977 1 590
521855 34788 34793 4 590
521855 5984 6013 28 590
521855 2919 2978 58 590
521855 1365 1487 121 590
521855 455 745 289 590
521855 418 723 304 590
525400 175133 175134 0 592
525400 10938 10954 15 592
525400 6993 7018 24 592
525400 4715 4752 36 592
525400 316 671 354 592
525400 238 638 399 592
527177 87862 87864 1 593
527177 12545 12559 13 593
527177 565 819 253 593
528957 6517 6544 26 594
528957 327 678 350 594
530740 176913 176914 0 595
530740 25270 25277 6 595
530740 4403 4443 39 595
530740 2039 2124 84 595
530740 1233 1369 135 595
530740 682 905 222 595
530740 492 772 279 595
532526 1117 1266 148 596
534315 59367 59370 2 597
534315 5922 5952 29 597
536107 178702 178703 0 598
536107 13740 13753 12 598
536107 8112 8134 21 598
536107 3862 3908 45 598
536107 1015 1178 162 598
536107 580 833 252 598
536107 482 768 285 598
537902 175 624 448 599
539700 11986 12001 14 600
539700 7484 7508 23 600
539700 1661 1766 104 600
539700 987 1155 167 600
541501 180500 180501 0 601
541501 5292 5326 33 601
541501 1650 1756 105 601
543305 90550 90552 1 602
543305 36218 36223 4 602
543305 12929 12943 13 602
543305 5157 5192 34 602
543305 4747 4785 37 602
543305 2063 2149 85 602
543305 1859 1954 94 602
543305 735 950 214 602
543305 548 814 265 602
545112 20185 20194 8 603
545112 1190 1334 143 603
546922 182307 182308 0 604
546922 45575 45579 3 604
546922 1132 1283 150 604
548735 91455 91457 1 605
548735 36580 36585 4 605
548735 16623 16634 10 605
548735 1608 1718 109 605
548735 635 877 241 605
550551 61171 61174 2 606
550551 1261 1399 137 606
550551 656 893 236 606
552370 184123 184124 0 607
552370 46029 46033 3 607
552370 26300 26307 6 607
552370 14157 14170 12 607
552370 6562 6590 27 607
552370 3515 3567 51 607
552370 1978 2069 90 607
552370 324 688 363 607
554192 5757 5789 31 608
556017 30887 30893 5 609
556017 5600 5633 32 609
556017 4392 4434 41 609
556017 2087 2174 86 609
556017 687 918 230 609
556017 620 869 248 609
557845 185948 185949 0 610
557845 18590 18600 9 610
557845 5983 6014 30 610
557845 3018 3079 60 610
557845 1517 1635 117 610
557845 483 778 294 610
557845 445 755 309 610
559676 23316 23324 7 611
559676 3946 3993 46 611
559676 1742 1846 103 611
561510 4137 4182 44 612
561510 1147 1300 152 612
561510 950 1130 179 612
563347 187782 187783 0 613
565187 94197 94199 1 614
565187 13450 13464 13 614
565187 585 848 262 614
567030 63002 63005 2 615
567030 15745 15757 11 615
568876 189625 189626 0 616
568876 27086 27093 6 616
568876 2111 2199 87 616
570725 95120 95122 1 617
570725 38046 38051 4 617
570725 3780 3830 49 617
570725 2534 2608 73 617
570725 936 1121 184 617
572577 31807 31813 5 618
572577 3717 3768 50 618
574432 191477 191478 0 619
574432 2960 3024 63 619
576290 38417 38422 4 620
576290 17458 17469 10 620
576290 9595 9615 19 620
576290 4344 4388 43 620
576290 2923 2988 64 620
576290 1272 1415 142 620
576290 1162 1317 154 620
576290 609 869 259 620
576290 393 734 340 620
576290 50 622 571 620
578151 3542 3596 53 621
578151 321 699 377 621
580015 193338 193339 0 622
580015 19329 19339 9 622
580015 332 705 372 622
581882 2135 2224 88 623
581882 367 723 355 623
581882 182 649 466 623
583752 64860 64863 2 624
583752 4970 5009 38 624
583752 4030 4078 47 624
585625 195208 195209 0 625
585625 19516 19526 9 625
585625 7796 7821 24 625
585625 656 906 249 625
587501 97916 97918 1 626
589380 13090 13105 14 627
589380 8174 8198 23 627
589380 5937 5970 32 627
589380 1323 1464 140 627
589380 547 832 284 627
589380 203 659 455 627
591262 197087 197088 0 628
591262 49270 49274 3 628
591262 28152 28159 6 628
591262 7025 7053 27 628
591262 1177 1334 156 628
593147 98857 98859 1 629
593147 11622 11639 16 629
593147 8585 8608 22 629
593147 4802 4843 40 629
593147 2635 2709 73 629
595035 22034 22043 8 630
595035 3117 3180 62 630
595035 2159 2249 89 630
596926 198975 198976 0 631
596926 49742 49746 3 631
596926 4606 4649 42 631
596926 1071 1243 171 631
598820 39919 39924 4 632
598820 24947 24955 7 632
598820 308 703 394 632
600717 66745 66748 2 633
600717 5115 5154 38 633
600717 805 1024 218 633
602617 200872 200873 0 634
604520 40299 40304 4 635
604520 11845 11862 16 635
604520 5740 5775 34 635
604520 2479 2559 79 635
604520 1634 1753 118 635
604520 605 877 271 635
604520 80 640 559 635
606426 1192 1351 158 636
608335 202778 202779 0 637
608335 28965 28972 6 637
608335 20273 20283 9 637
608335 15592 15605 12 637
608335 4114 4163 48 637
608335 2862 2932 69 637
608335 2183 2274 90 637
608335 1495 1625 129 637
608335 340 722 381 637
608335 169 659 489 637
610247 101707 101709 1 638
610247 18487 18498 10 638
610247 7000 7029 28 638
614080 204693 204694 0 640
614080 10764 10783 18 640
614080 153 658 504 640
616001 102666 102668 1 641
616001 3281 3343 61 641
617925 68657 68660 2 642
617925 9798 9819 20 642
617925 6851 6881 29 642
617925 3088 3154 65 642
617925 2709 2784 74 642
617925 1166 1331 164 642
617925 876 1086 209 642
617925 215 677 461 642
617925 130 655 524 642
619852 206617 206618 0 643
619852 737 978 240 643
621782 9000 9023 22 644
621782 2207 2299 91 644
621782 1207 1368 160 644
623715 34648 34654 5 645
623715 13853 13868 14 645
623715 677 935 257 645
625651 208550 208551 0 646
625651 16036 16049 12 646
625651 10967 10986 18 646
625651 6117 6151 33 646
625651 721 968 246 646
625651 551 849 297 646
625651 251 693 441 646
627590 41837 41842 4 647
627590 10450 10470 19 647
627590 189 674 484 647
631477 210492 210493 0 649
631477 30067 30074 6 649
631477 9557 9579 21 649
631477 1725 1843 117 649
631477 1445 1584 138 649
631477 1290 1444 153 649
633425 105570 105572 1 650
633425 42226 42231 4 650
633425 8108 8134 25 650
633425 4198 4248 49 650
633425 3216 3281 64 650
635376 70596 70599 2 651
635376 10075 10096 20 651
